id,email,username,password,source,label
41,user41@internal.company.com,int_user_41,Pass041!,vpn_config_dump,1
42,user42@corp.local,int_user_42,Pass042!,credential_dump_forum,1
43,user43@internal.company.com,int_user_43,Pass043!,employee_leak_paste,1
44,user44@yahoo.com,user_44,User044!,newsletter_optin,0
45,user45@hotmail.com,user_45,-,newsletter_optin,0
46,user46@hotmail.com,user_46,User046!,web_signup,0
47,user47@outlook.com,user_47,User047!,marketing_campaign,0
48,user48@yahoo.com,user_48,User048!,public_forum,0
49,user49@corp.local,int_user_49,Pass049!,credential_dump_forum,1
50,user50@internal.company.com,int_user_50,Pass050!,credential_dump_forum,1
51,user51@hotmail.com,user_51,-,newsletter_optin,0
52,user52@company.com,int_user_52,Pass052!,db_backup_leak,1
53,user53@internal.company.com,int_user_53,Pass053!,employee_leak_paste,1
54,user54@corp.local,int_user_54,Pass054!,db_backup_leak,1
55,user55@gmail.com,user_55,-,public_forum,0
56,user56@corp.local,int_user_56,Pass056!,db_backup_leak,1
57,user57@hotmail.com,user_57,-,newsletter_optin,0
58,user58@hotmail.com,user_58,User058!,survey_signup,0
59,user59@internal.company.com,int_user_59,Pass059!,employee_leak_paste,1
60,user60@hotmail.com,user_60,-,promo_email_list,0
61,user61@gmail.com,user_61,User061!,web_signup,0
62,user62@outlook.com,user_62,User062!,survey_signup,0
63,user63@corp.local,int_user_63,Pass063!,vpn_config_dump,1
64,user64@gmail.com,user_64,User064!,survey_signup,0
65,user65@internal.company.com,int_user_65,Pass065!,db_backup_leak,1
66,user66@corp.local,int_user_66,Pass066!,keys_dump,1
67,user67@corp.local,int_user_67,Pass067!,employee_leak_paste,1
68,user68@corp.local,int_user_68,Pass068!,credential_dump_forum,1
69,user69@gmail.com,user_69,-,public_forum,0
70,user70@company.com,int_user_70,Pass070!,credential_dump_forum,1
71,user71@gmail.com,user_71,-,public_forum,0
72,user72@corp.local,int_user_72,Pass072!,employee_leak_paste,1
73,user73@company.com,int_user_73,Pass073!,vpn_config_dump,1
74,user74@outlook.com,user_74,-,marketing_campaign,0
75,user75@outlook.com,user_75,-,web_signup,0
76,user76@hotmail.com,user_76,-,survey_signup,0
77,user77@gmail.com,user_77,User077!,marketing_campaign,0
78,user78@company.com,int_user_78,Pass078!,vpn_config_dump,1
79,user79@yahoo.com,user_79,-,marketing_campaign,0
80,user80@gmail.com,user_80,-,newsletter_optin,0
81,user81@gmail.com,user_81,-,web_signup,0
82,user82@internal.company.com,int_user_82,Pass082!,vpn_config_dump,1
83,user83@internal.company.com,int_user_83,Pass083!,credential_dump_forum,1
84,user84@yahoo.com,user_84,-,public_forum,0
85,user85@hotmail.com,user_85,-,survey_signup,0
86,user86@corp.local,int_user_86,Pass086!,employee_leak_paste,1
87,user87@internal.company.com,int_user_87,Pass087!,keys_dump,1
88,user88@yahoo.com,user_88,User088!,marketing_campaign,0
89,user89@gmail.com,user_89,-,marketing_campaign,0
90,user90@hotmail.com,user_90,-,web_signup,0
91,user91@corp.local,int_user_91,Pass091!,db_backup_leak,1
92,user92@gmail.com,user_92,User092!,web_signup,0
93,user93@yahoo.com,user_93,-,newsletter_optin,0
94,user94@company.com,int_user_94,Pass094!,vpn_config_dump,1
95,user95@company.com,int_user_95,Pass095!,credential_dump_forum,1
96,user96@outlook.com,user_96,-,promo_email_list,0
97,user97@yahoo.com,user_97,-,public_forum,0
98,user98@company.com,int_user_98,Pass098!,db_backup_leak,1
99,user99@internal.company.com,int_user_99,Pass099!,dark_forum_dump,1
100,user100@gmail.com,user_100,-,web_signup,0
101,user101@gmail.com,user_101,User101!,public_forum,0
102,user102@yahoo.com,user_102,-,survey_signup,0
103,user103@gmail.com,user_103,-,promo_email_list,0
104,user104@outlook.com,user_104,-,survey_signup,0
105,user105@company.com,int_user_105,Pass105!,vpn_config_dump,1
106,user106@yahoo.com,user_106,-,marketing_campaign,0
107,user107@company.com,int_user_107,Pass107!,db_backup_leak,1
108,user108@corp.local,int_user_108,Pass108!,db_backup_leak,1
109,user109@hotmail.com,user_109,User109!,newsletter_optin,0
110,user110@yahoo.com,user_110,-,survey_signup,0
111,user111@hotmail.com,user_111,User111!,marketing_campaign,0
112,user112@gmail.com,user_112,User112!,public_forum,0
113,user113@outlook.com,user_113,-,marketing_campaign,0
114,user114@gmail.com,user_114,-,survey_signup,0
115,user115@outlook.com,user_115,-,promo_email_list,0
116,user116@company.com,int_user_116,Pass116!,employee_leak_paste,1
117,user117@hotmail.com,user_117,User117!,promo_email_list,0
118,user118@outlook.com,user_118,-,public_forum,0
119,user119@company.com,int_user_119,Pass119!,dark_forum_dump,1
120,user120@yahoo.com,user_120,User120!,marketing_campaign,0
121,user121@corp.local,int_user_121,Pass121!,breached_db_dump,1
122,user122@outlook.com,user_122,-,public_forum,0
123,user123@corp.local,int_user_123,Pass123!,employee_leak_paste,1
124,user124@company.com,int_user_124,Pass124!,db_backup_leak,1
125,user125@corp.local,int_user_125,Pass125!,dark_forum_dump,1
126,user126@internal.company.com,int_user_126,Pass126!,credential_dump_forum,1
127,user127@outlook.com,user_127,-,marketing_campaign,0
128,user128@corp.local,int_user_128,Pass128!,vpn_config_dump,1
129,user129@outlook.com,user_129,-,marketing_campaign,0
130,user130@yahoo.com,user_130,-,marketing_campaign,0
131,user131@outlook.com,user_131,-,public_forum,0
132,user132@internal.company.com,int_user_132,Pass132!,keys_dump,1
133,user133@internal.company.com,int_user_133,Pass133!,db_backup_leak,1
134,user134@internal.company.com,int_user_134,Pass134!,breached_db_dump,1
135,user135@hotmail.com,user_135,-,newsletter_optin,0
136,user136@internal.company.com,int_user_136,Pass136!,dark_forum_dump,1
137,user137@corp.local,int_user_137,Pass137!,vpn_config_dump,1
138,user138@yahoo.com,user_138,-,promo_email_list,0
139,user139@outlook.com,user_139,-,public_forum,0
140,user140@gmail.com,user_140,-,promo_email_list,0
141,user141@company.com,int_user_141,Pass141!,db_backup_leak,1
142,user142@internal.company.com,int_user_142,Pass142!,db_backup_leak,1
143,user143@outlook.com,user_143,-,survey_signup,0
144,user144@hotmail.com,user_144,-,newsletter_optin,0
145,user145@outlook.com,user_145,-,promo_email_list,0
146,user146@corp.local,int_user_146,Pass146!,keys_dump,1
147,user147@hotmail.com,user_147,User147!,public_forum,0
148,user148@hotmail.com,user_148,-,web_signup,0
149,user149@gmail.com,user_149,User149!,promo_email_list,0
150,user150@gmail.com,user_150,User150!,web_signup,0
151,user151@corp.local,int_user_151,Pass151!,vpn_config_dump,1
152,user152@company.com,int_user_152,Pass152!,employee_leak_paste,1
153,user153@internal.company.com,int_user_153,Pass153!,employee_leak_paste,1
154,user154@internal.company.com,int_user_154,Pass154!,vpn_config_dump,1
155,user155@internal.company.com,int_user_155,Pass155!,vpn_config_dump,1
156,user156@company.com,int_user_156,Pass156!,breached_db_dump,1
157,user157@hotmail.com,user_157,-,survey_signup,0
158,user158@internal.company.com,int_user_158,Pass158!,credential_dump_forum,1
159,user159@gmail.com,user_159,-,newsletter_optin,0
160,user160@yahoo.com,user_160,-,promo_email_list,0
161,user161@yahoo.com,user_161,-,web_signup,0
162,user162@hotmail.com,user_162,-,web_signup,0
163,user163@corp.local,int_user_163,Pass163!,employee_leak_paste,1
164,user164@company.com,int_user_164,Pass164!,keys_dump,1
165,user165@corp.local,int_user_165,Pass165!,db_backup_leak,1
166,user166@gmail.com,user_166,User166!,marketing_campaign,0
167,user167@outlook.com,user_167,-,web_signup,0
168,user168@outlook.com,user_168,User168!,survey_signup,0
169,user169@hotmail.com,user_169,-,newsletter_optin,0
170,user170@internal.company.com,int_user_170,Pass170!,credential_dump_forum,1
171,user171@outlook.com,user_171,-,promo_email_list,0
172,user172@yahoo.com,user_172,-,public_forum,0
173,user173@hotmail.com,user_173,-,marketing_campaign,0
174,user174@internal.company.com,int_user_174,Pass174!,dark_forum_dump,1
175,user175@company.com,int_user_175,Pass175!,db_backup_leak,1
176,user176@yahoo.com,user_176,-,newsletter_optin,0
177,user177@gmail.com,user_177,-,web_signup,0
178,user178@company.com,int_user_178,Pass178!,employee_leak_paste,1
179,user179@gmail.com,user_179,User179!,marketing_campaign,0
180,user180@gmail.com,user_180,-,web_signup,0
181,user181@yahoo.com,user_181,-,promo_email_list,0
182,user182@corp.local,int_user_182,Pass182!,credential_dump_forum,1
183,user183@company.com,int_user_183,Pass183!,employee_leak_paste,1
184,user184@hotmail.com,user_184,User184!,promo_email_list,0
185,user185@internal.company.com,int_user_185,Pass185!,credential_dump_forum,1
186,user186@yahoo.com,user_186,-,web_signup,0
187,user187@internal.company.com,int_user_187,Pass187!,credential_dump_forum,1
188,user188@corp.local,int_user_188,Pass188!,credential_dump_forum,1
189,user189@internal.company.com,int_user_189,Pass189!,credential_dump_forum,1
190,user190@gmail.com,user_190,-,web_signup,0
191,user191@internal.company.com,int_user_191,Pass191!,breached_db_dump,1
192,user192@internal.company.com,int_user_192,Pass192!,db_backup_leak,1
193,user193@gmail.com,user_193,-,promo_email_list,0
194,user194@hotmail.com,user_194,-,public_forum,0
195,user195@yahoo.com,user_195,-,newsletter_optin,0
196,user196@yahoo.com,user_196,-,web_signup,0
197,user197@hotmail.com,user_197,-,marketing_campaign,0
198,user198@gmail.com,user_198,-,marketing_campaign,0
199,user199@internal.company.com,int_user_199,Pass199!,employee_leak_paste,1
200,user200@outlook.com,user_200,-,web_signup,0
201,user201@internal.company.com,int_user_201,Pass201!,dark_forum_dump,1
202,user202@yahoo.com,user_202,-,marketing_campaign,0
203,user203@company.com,int_user_203,Pass203!,vpn_config_dump,1
204,user204@outlook.com,user_204,User204!,public_forum,0
205,user205@corp.local,int_user_205,Pass205!,dark_forum_dump,1
206,user206@outlook.com,user_206,-,survey_signup,0
207,user207@yahoo.com,user_207,-,web_signup,0
208,user208@internal.company.com,int_user_208,Pass208!,db_backup_leak,1
209,user209@outlook.com,user_209,-,web_signup,0
210,user210@hotmail.com,user_210,-,survey_signup,0
211,user211@hotmail.com,user_211,User211!,survey_signup,0
212,user212@yahoo.com,user_212,User212!,survey_signup,0
213,user213@gmail.com,user_213,User213!,web_signup,0
214,user214@outlook.com,user_214,User214!,public_forum,0
215,user215@yahoo.com,user_215,User215!,web_signup,0
216,user216@company.com,int_user_216,Pass216!,employee_leak_paste,1
217,user217@gmail.com,user_217,User217!,survey_signup,0
218,user218@company.com,int_user_218,Pass218!,dark_forum_dump,1
219,user219@yahoo.com,user_219,User219!,marketing_campaign,0
220,user220@outlook.com,user_220,-,promo_email_list,0
221,user221@company.com,int_user_221,Pass221!,dark_forum_dump,1
222,user222@gmail.com,user_222,User222!,newsletter_optin,0
223,user223@outlook.com,user_223,-,newsletter_optin,0
224,user224@company.com,int_user_224,Pass224!,dark_forum_dump,1
225,user225@yahoo.com,user_225,-,newsletter_optin,0
226,user226@yahoo.com,user_226,-,marketing_campaign,0
227,user227@hotmail.com,user_227,-,survey_signup,0
228,user228@yahoo.com,user_228,-,newsletter_optin,0
229,user229@company.com,int_user_229,Pass229!,employee_leak_paste,1
230,user230@company.com,int_user_230,Pass230!,vpn_config_dump,1
231,user231@hotmail.com,user_231,-,public_forum,0
232,user232@yahoo.com,user_232,-,public_forum,0
233,user233@outlook.com,user_233,User233!,newsletter_optin,0
234,user234@gmail.com,user_234,-,promo_email_list,0
235,user235@outlook.com,user_235,-,survey_signup,0
236,user236@gmail.com,user_236,-,web_signup,0
237,user237@company.com,int_user_237,Pass237!,credential_dump_forum,1
238,user238@yahoo.com,user_238,-,marketing_campaign,0
239,user239@hotmail.com,user_239,-,web_signup,0
240,user240@hotmail.com,user_240,-,public_forum,0
241,user241@internal.company.com,int_user_241,Pass241!,breached_db_dump,1
242,user242@internal.company.com,int_user_242,Pass242!,dark_forum_dump,1
243,user243@gmail.com,user_243,-,public_forum,0
244,user244@yahoo.com,user_244,User244!,web_signup,0
245,user245@hotmail.com,user_245,-,survey_signup,0
246,user246@outlook.com,user_246,-,newsletter_optin,0
247,user247@outlook.com,user_247,-,survey_signup,0
248,user248@yahoo.com,user_248,-,web_signup,0
249,user249@gmail.com,user_249,-,survey_signup,0
250,user250@corp.local,int_user_250,Pass250!,dark_forum_dump,1
251,user251@internal.company.com,int_user_251,Pass251!,breached_db_dump,1
252,user252@yahoo.com,user_252,-,web_signup,0
253,user253@internal.company.com,int_user_253,Pass253!,dark_forum_dump,1
254,user254@outlook.com,user_254,-,newsletter_optin,0
255,user255@yahoo.com,user_255,User255!,marketing_campaign,0
256,user256@corp.local,int_user_256,Pass256!,employee_leak_paste,1
257,user257@outlook.com,user_257,-,promo_email_list,0
258,user258@yahoo.com,user_258,User258!,survey_signup,0
259,user259@company.com,int_user_259,Pass259!,dark_forum_dump,1
260,user260@corp.local,int_user_260,Pass260!,breached_db_dump,1
261,user261@hotmail.com,user_261,-,marketing_campaign,0
262,user262@yahoo.com,user_262,-,web_signup,0
263,user263@gmail.com,user_263,-,promo_email_list,0
264,user264@outlook.com,user_264,-,marketing_campaign,0
265,user265@hotmail.com,user_265,-,survey_signup,0
266,user266@yahoo.com,user_266,User266!,public_forum,0
267,user267@hotmail.com,user_267,-,public_forum,0
268,user268@hotmail.com,user_268,-,promo_email_list,0
269,user269@company.com,int_user_269,Pass269!,keys_dump,1
270,user270@hotmail.com,user_270,-,public_forum,0
271,user271@hotmail.com,user_271,User271!,newsletter_optin,0
272,user272@gmail.com,user_272,-,marketing_campaign,0
273,user273@gmail.com,user_273,-,promo_email_list,0
274,user274@yahoo.com,user_274,-,web_signup,0
275,user275@company.com,int_user_275,Pass275!,vpn_config_dump,1
276,user276@internal.company.com,int_user_276,Pass276!,db_backup_leak,1
277,user277@company.com,int_user_277,Pass277!,db_backup_leak,1
278,user278@outlook.com,user_278,-,newsletter_optin,0
279,user279@yahoo.com,user_279,-,public_forum,0
280,user280@company.com,int_user_280,Pass280!,dark_forum_dump,1
281,user281@company.com,int_user_281,Pass281!,vpn_config_dump,1
282,user282@hotmail.com,user_282,User282!,public_forum,0
283,user283@outlook.com,user_283,-,survey_signup,0
284,user284@outlook.com,user_284,-,newsletter_optin,0
285,user285@outlook.com,user_285,User285!,web_signup,0
286,user286@corp.local,int_user_286,Pass286!,credential_dump_forum,1
287,user287@hotmail.com,user_287,-,web_signup,0
288,user288@hotmail.com,user_288,-,web_signup,0
289,user289@gmail.com,user_289,-,promo_email_list,0
290,user290@company.com,int_user_290,Pass290!,db_backup_leak,1
291,user291@yahoo.com,user_291,-,promo_email_list,0
292,user292@corp.local,int_user_292,Pass292!,db_backup_leak,1
293,user293@hotmail.com,user_293,-,promo_email_list,0
294,user294@hotmail.com,user_294,-,web_signup,0
295,user295@hotmail.com,user_295,-,public_forum,0
296,user296@hotmail.com,user_296,-,newsletter_optin,0
297,user297@corp.local,int_user_297,Pass297!,keys_dump,1
298,user298@company.com,int_user_298,Pass298!,keys_dump,1
299,user299@yahoo.com,user_299,-,marketing_campaign,0
300,user300@company.com,int_user_300,Pass300!,breached_db_dump,1
301,user301@outlook.com,user_301,-,newsletter_optin,0
302,user302@company.com,int_user_302,Pass302!,breached_db_dump,1
303,user303@company.com,int_user_303,Pass303!,breached_db_dump,1
304,user304@hotmail.com,user_304,-,web_signup,0
305,user305@company.com,int_user_305,Pass305!,dark_forum_dump,1
306,user306@hotmail.com,user_306,-,survey_signup,0
307,user307@outlook.com,user_307,-,promo_email_list,0
308,user308@outlook.com,user_308,User308!,web_signup,0
309,user309@corp.local,int_user_309,Pass309!,db_backup_leak,1
310,user310@gmail.com,user_310,User310!,marketing_campaign,0
311,user311@gmail.com,user_311,-,public_forum,0
312,user312@yahoo.com,user_312,User312!,public_forum,0
313,user313@company.com,int_user_313,Pass313!,employee_leak_paste,1
314,user314@outlook.com,user_314,-,public_forum,0
315,user315@gmail.com,user_315,User315!,public_forum,0
316,user316@corp.local,int_user_316,Pass316!,vpn_config_dump,1
317,user317@hotmail.com,user_317,-,marketing_campaign,0
318,user318@yahoo.com,user_318,-,promo_email_list,0
319,user319@outlook.com,user_319,-,promo_email_list,0
320,user320@outlook.com,user_320,User320!,survey_signup,0
321,user321@company.com,int_user_321,Pass321!,breached_db_dump,1
322,user322@internal.company.com,int_user_322,Pass322!,credential_dump_forum,1
323,user323@company.com,int_user_323,Pass323!,employee_leak_paste,1
324,user324@yahoo.com,user_324,-,marketing_campaign,0
325,user325@outlook.com,user_325,-,public_forum,0
326,user326@gmail.com,user_326,-,web_signup,0
327,user327@company.com,int_user_327,Pass327!,breached_db_dump,1
328,user328@internal.company.com,int_user_328,Pass328!,vpn_config_dump,1
329,user329@corp.local,int_user_329,Pass329!,dark_forum_dump,1
330,user330@internal.company.com,int_user_330,Pass330!,db_backup_leak,1
331,user331@internal.company.com,int_user_331,Pass331!,vpn_config_dump,1
332,user332@yahoo.com,user_332,-,web_signup,0
333,user333@yahoo.com,user_333,-,web_signup,0
334,user334@corp.local,int_user_334,Pass334!,vpn_config_dump,1
335,user335@outlook.com,user_335,-,promo_email_list,0
336,user336@outlook.com,user_336,User336!,promo_email_list,0
337,user337@yahoo.com,user_337,User337!,newsletter_optin,0
338,user338@corp.local,int_user_338,Pass338!,breached_db_dump,1
339,user339@gmail.com,user_339,-,newsletter_optin,0
340,user340@company.com,int_user_340,Pass340!,employee_leak_paste,1
341,user341@corp.local,int_user_341,Pass341!,db_backup_leak,1
342,user342@gmail.com,user_342,-,marketing_campaign,0
343,user343@internal.company.com,int_user_343,Pass343!,dark_forum_dump,1
344,user344@company.com,int_user_344,Pass344!,dark_forum_dump,1
345,user345@internal.company.com,int_user_345,Pass345!,employee_leak_paste,1
346,user346@outlook.com,user_346,-,web_signup,0
347,user347@outlook.com,user_347,-,survey_signup,0
348,user348@internal.company.com,int_user_348,Pass348!,employee_leak_paste,1
349,user349@corp.local,int_user_349,Pass349!,dark_forum_dump,1
350,user350@hotmail.com,user_350,-,web_signup,0
351,user351@yahoo.com,user_351,-,public_forum,0
352,user352@company.com,int_user_352,Pass352!,db_backup_leak,1
353,user353@yahoo.com,user_353,User353!,public_forum,0
354,user354@outlook.com,user_354,-,survey_signup,0
355,user355@corp.local,int_user_355,Pass355!,breached_db_dump,1
356,user356@hotmail.com,user_356,-,promo_email_list,0
357,user357@gmail.com,user_357,-,promo_email_list,0
358,user358@company.com,int_user_358,Pass358!,db_backup_leak,1
359,user359@corp.local,int_user_359,Pass359!,db_backup_leak,1
360,user360@internal.company.com,int_user_360,Pass360!,breached_db_dump,1
361,user361@internal.company.com,int_user_361,Pass361!,dark_forum_dump,1
362,user362@gmail.com,user_362,-,promo_email_list,0
363,user363@hotmail.com,user_363,-,web_signup,0
364,user364@outlook.com,user_364,User364!,survey_signup,0
365,user365@hotmail.com,user_365,-,web_signup,0
366,user366@company.com,int_user_366,Pass366!,vpn_config_dump,1
367,user367@yahoo.com,user_367,User367!,public_forum,0
368,user368@company.com,int_user_368,Pass368!,dark_forum_dump,1
369,user369@internal.company.com,int_user_369,Pass369!,keys_dump,1
370,user370@corp.local,int_user_370,Pass370!,db_backup_leak,1
371,user371@gmail.com,user_371,-,public_forum,0
372,user372@gmail.com,user_372,-,web_signup,0
373,user373@hotmail.com,user_373,User373!,survey_signup,0
374,user374@hotmail.com,user_374,-,public_forum,0
375,user375@gmail.com,user_375,-,newsletter_optin,0
376,user376@yahoo.com,user_376,-,public_forum,0
377,user377@outlook.com,user_377,-,web_signup,0
378,user378@company.com,int_user_378,Pass378!,breached_db_dump,1
379,user379@hotmail.com,user_379,-,web_signup,0
380,user380@gmail.com,user_380,-,survey_signup,0
381,user381@gmail.com,user_381,-,public_forum,0
382,user382@company.com,int_user_382,Pass382!,breached_db_dump,1
383,user383@yahoo.com,user_383,User383!,survey_signup,0
384,user384@yahoo.com,user_384,-,promo_email_list,0
385,user385@yahoo.com,user_385,-,promo_email_list,0
386,user386@yahoo.com,user_386,User386!,web_signup,0
387,user387@corp.local,int_user_387,Pass387!,keys_dump,1
388,user388@internal.company.com,int_user_388,Pass388!,employee_leak_paste,1
389,user389@company.com,int_user_389,Pass389!,dark_forum_dump,1
390,user390@hotmail.com,user_390,User390!,promo_email_list,0
391,user391@company.com,int_user_391,Pass391!,breached_db_dump,1
392,user392@yahoo.com,user_392,-,promo_email_list,0
393,user393@yahoo.com,user_393,User393!,web_signup,0
394,user394@yahoo.com,user_394,-,promo_email_list,0
395,user395@company.com,int_user_395,Pass395!,vpn_config_dump,1
396,user396@yahoo.com,user_396,-,marketing_campaign,0
397,user397@company.com,int_user_397,Pass397!,db_backup_leak,1
398,user398@internal.company.com,int_user_398,Pass398!,credential_dump_forum,1
399,user399@hotmail.com,user_399,-,newsletter_optin,0
400,user400@yahoo.com,user_400,-,marketing_campaign,0
401,user401@yahoo.com,user_401,-,marketing_campaign,0
402,user402@outlook.com,user_402,-,promo_email_list,0
403,user403@company.com,int_user_403,Pass403!,credential_dump_forum,1
404,user404@corp.local,int_user_404,Pass404!,employee_leak_paste,1
405,user405@corp.local,int_user_405,Pass405!,keys_dump,1
406,user406@hotmail.com,user_406,User406!,newsletter_optin,0
407,user407@gmail.com,user_407,-,promo_email_list,0
408,user408@company.com,int_user_408,Pass408!,breached_db_dump,1
409,user409@corp.local,int_user_409,Pass409!,vpn_config_dump,1
410,user410@corp.local,int_user_410,Pass410!,dark_forum_dump,1
411,user411@company.com,int_user_411,Pass411!,db_backup_leak,1
412,user412@corp.local,int_user_412,Pass412!,employee_leak_paste,1
413,user413@internal.company.com,int_user_413,Pass413!,keys_dump,1
414,user414@yahoo.com,user_414,-,survey_signup,0
415,user415@yahoo.com,user_415,User415!,web_signup,0
416,user416@hotmail.com,user_416,-,newsletter_optin,0
417,user417@yahoo.com,user_417,-,promo_email_list,0
418,user418@internal.company.com,int_user_418,Pass418!,breached_db_dump,1
419,user419@corp.local,int_user_419,Pass419!,dark_forum_dump,1
420,user420@internal.company.com,int_user_420,Pass420!,credential_dump_forum,1
421,user421@yahoo.com,user_421,-,promo_email_list,0
422,user422@internal.company.com,int_user_422,Pass422!,credential_dump_forum,1
423,user423@outlook.com,user_423,User423!,web_signup,0
424,user424@yahoo.com,user_424,-,newsletter_optin,0
425,user425@outlook.com,user_425,-,newsletter_optin,0
426,user426@corp.local,int_user_426,Pass426!,dark_forum_dump,1
427,user427@outlook.com,user_427,-,public_forum,0
428,user428@company.com,int_user_428,Pass428!,db_backup_leak,1
429,user429@yahoo.com,user_429,User429!,newsletter_optin,0
430,user430@hotmail.com,user_430,-,survey_signup,0
431,user431@company.com,int_user_431,Pass431!,db_backup_leak,1
432,user432@corp.local,int_user_432,Pass432!,credential_dump_forum,1
433,user433@corp.local,int_user_433,Pass433!,credential_dump_forum,1
434,user434@company.com,int_user_434,Pass434!,db_backup_leak,1
435,user435@corp.local,int_user_435,Pass435!,breached_db_dump,1
436,user436@company.com,int_user_436,Pass436!,vpn_config_dump,1
437,user437@gmail.com,user_437,-,web_signup,0
438,user438@outlook.com,user_438,-,marketing_campaign,0
439,user439@hotmail.com,user_439,User439!,survey_signup,0
440,user440@gmail.com,user_440,-,web_signup,0
441,user441@gmail.com,user_441,-,survey_signup,0
442,user442@internal.company.com,int_user_442,Pass442!,db_backup_leak,1
443,user443@yahoo.com,user_443,-,survey_signup,0
444,user444@company.com,int_user_444,Pass444!,db_backup_leak,1
445,user445@hotmail.com,user_445,-,survey_signup,0
446,user446@outlook.com,user_446,User446!,newsletter_optin,0
447,user447@yahoo.com,user_447,-,public_forum,0
448,user448@yahoo.com,user_448,-,marketing_campaign,0
449,user449@yahoo.com,user_449,-,survey_signup,0
450,user450@outlook.com,user_450,-,survey_signup,0
451,user451@hotmail.com,user_451,-,promo_email_list,0
452,user452@company.com,int_user_452,Pass452!,breached_db_dump,1
453,user453@hotmail.com,user_453,-,marketing_campaign,0
454,user454@gmail.com,user_454,User454!,promo_email_list,0
455,user455@company.com,int_user_455,Pass455!,db_backup_leak,1
456,user456@yahoo.com,user_456,-,web_signup,0
457,user457@outlook.com,user_457,-,marketing_campaign,0
458,user458@corp.local,int_user_458,Pass458!,vpn_config_dump,1
459,user459@company.com,int_user_459,Pass459!,vpn_config_dump,1
460,user460@corp.local,int_user_460,Pass460!,breached_db_dump,1
461,user461@company.com,int_user_461,Pass461!,vpn_config_dump,1
462,user462@hotmail.com,user_462,-,public_forum,0
463,user463@hotmail.com,user_463,-,public_forum,0
464,user464@corp.local,int_user_464,Pass464!,dark_forum_dump,1
465,user465@yahoo.com,user_465,-,web_signup,0
466,user466@gmail.com,user_466,-,public_forum,0
467,user467@gmail.com,user_467,-,web_signup,0
468,user468@gmail.com,user_468,-,newsletter_optin,0
469,user469@corp.local,int_user_469,Pass469!,employee_leak_paste,1
470,user470@corp.local,int_user_470,Pass470!,db_backup_leak,1
471,user471@yahoo.com,user_471,User471!,web_signup,0
472,user472@gmail.com,user_472,-,promo_email_list,0
473,user473@hotmail.com,user_473,-,survey_signup,0
474,user474@outlook.com,user_474,-,promo_email_list,0
475,user475@corp.local,int_user_475,Pass475!,vpn_config_dump,1
476,user476@gmail.com,user_476,-,public_forum,0
477,user477@hotmail.com,user_477,-,public_forum,0
478,user478@internal.company.com,int_user_478,Pass478!,credential_dump_forum,1
479,user479@company.com,int_user_479,Pass479!,db_backup_leak,1
480,user480@gmail.com,user_480,-,newsletter_optin,0
481,user481@outlook.com,user_481,-,newsletter_optin,0
482,user482@corp.local,int_user_482,Pass482!,db_backup_leak,1
